Time,UT,Conditions,Comment
05:59,2020-03-11 05:59:00,TK,- Paranal Observatory
23:28,2020-03-11 23:28:00,CL,- Paranal Observatory
03:28,2020-03-12 03:28:00,,- Paranal Observatory
23:11,2020-03-12 23:11:00,CL,- Paranal Observatory
03:28,2020-03-13 03:28:00,TN,- Paranal Observatory
23:21,2020-03-13 23:21:00,TN,VISTA with pointing - Paranal Observatory
02:12,2020-03-14 02:12:00,TN,No more pointing on VISTA - Paranal Observatory
07:15,2020-03-14 07:15:00,CL,- Paranal Observatory
23:08,2020-03-14 23:08:00,CL,- Paranal Observatory
00:16,2020-03-15 00:16:00,CL				WI,Pointing to the S - Paranal Observatory
04:32,2020-03-15 04:32:00,CL,No more pointing. - Paranal Observatory
23:11,2020-03-15 23:11:00,CL				WI,Pointing to the S - Paranal Observatory
03:01,2020-03-16 03:01:00,CL,No more pointing - Paranal Observatory
03:28,2020-03-16 03:28:00,CL				WI,Pointing to the S - Paranal Observatory
04:21,2020-03-16 04:21:00,CL,No more pointing - Paranal Observatory
00:10,2020-03-17 00:10:00,TN,- Paranal Observatory
01:40,2020-03-17 01:40:00,CL,- Paranal Observatory
23:12,2020-03-17 23:12:00,CL,Clear skies. - Paranal Observatory
04:34,2020-03-18 04:34:00,CL,- Paranal Observatory
07:52,2020-03-18 07:52:00,CL,- Paranal Observatory
23:40,2020-03-18 23:40:00,CL,- Paranal Observatory
00:00,2020-03-19 00:00:00,PH,Photometric according to FORS Zp. - Paranal Observatory
07:43,2020-03-19 07:43:00,PH,Photometric according to Fors ZP. - Paranal Observatory
23:08,2020-03-19 23:08:00,CL,- Paranal Observatory
23:08,2020-03-19 23:08:00,CL,- Paranal Observatory
04:54,2020-03-20 04:54:00,CL,Clear according to OMEGACAM ZP. - Paranal Observatory
00:16,2020-03-21 00:16:00,CL,- Paranal Observatory
05:30,2020-03-21 05:30:00,CL				HU,Humidity > 50% - Paranal Observatory
07:45,2020-03-21 07:45:00,HU,Humidity > 70 % Closing Domes. - Paranal Observatory
08:30,2020-03-21 08:30:00,WI				HU,Humidity > 70 % & Wind > 12m/s. Domes remain closed - Paranal Observatory
23:51,2020-03-21 23:51:00,CL,- Paranal Observatory
04:22,2020-03-22 04:22:00,CL,- Paranal Observatory
09:32,2020-03-22 09:32:00,CL,- Paranal Observatory
23:44,2020-03-22 23:44:00,CL,- Paranal Observatory
03:23,2020-03-23 03:23:00,CL,- Paranal Observatory
06:30,2020-03-23 06:30:00,CL,- Paranal Observatory
22:59,2020-03-23 22:59:00,CL				WI,Wind Speed > 12 m/s. Pointing restriction applies. - Paranal Observatory
03:22,2020-03-24 03:22:00,CL,Wind Speed < 12 m/s. No more Pointing Restriction - Paranal Observatory
00:24,2020-09-14 00:24:00,CL,- Paranal Observatory
04:44,2020-09-14 04:44:00,CL,- Paranal Observatory
22:51,2020-09-14 22:51:00,CY				TK,Thick clouds covering the telescope platform area.UT2 dome remains closed at sunset. - Paranal Observatory
00:32,2020-09-15 00:32:00,TN,"Thin clouds passing above telescope area, THick clouds in the horizon ~ 30-40 deg alt.Opening UT2 - Paranal Observatory"
00:54,2020-09-15 00:54:00,TK,THick clouds passing above telescope platform. - Paranal Observatory
01:54,2020-09-15 01:54:00,TK,- Paranal Observatory
02:30,2020-09-15 02:30:00,WI				TK,Wind Speed > 12m/s. Pointing restriction (North). - Paranal Observatory
03:00,2020-09-15 03:00:00,WI				TN,Scattered Thin Cirrus.Windm Speed ~ 12m/s. Pointing Restriction (North) Applies. - Paranal Observatory
03:30,2020-09-15 03:30:00,TN,Wind Speed < 12m/s.Thin clouds - Paranal Observatory
05:45,2020-09-15 05:45:00,CL,- Paranal Observatory
23:00,2020-09-15 23:00:00,CL,- Paranal Observatory
03:43,2020-09-16 03:43:00,CL,- Paranal Observatory
09:20,2020-09-16 09:20:00,CL,- Paranal Observatory
23:02,2020-09-16 23:02:00,CL,- Paranal Observatory
06:13,2020-09-17 06:13:00,CL				WI,Wind Speed > 12m/s Pointing Restriction N-E (70 deg) - Paranal Observatory
09:20,2020-09-17 09:20:00,CL				WI,Wind Speed > 12 m/s Pointing Restriction E (74 deg) - Paranal Observatory
22:44,2020-09-17 22:44:00,CL,- Paranal Observatory
07:00,2020-09-18 07:00:00,PH,PHO according to FORS Zp. - Paranal Observatory
22:56,2020-09-18 22:56:00,CL,- Paranal Observatory
01:29,2020-09-19 01:29:00,CL,"Clear, according to FORS Zp. - Paranal Observatory"
22:51,2020-09-19 22:51:00,CL,- Paranal Observatory
01:51,2020-09-20 01:51:00,CL,Clear according to FORS Zp. - Paranal Observatory
22:39,2020-09-20 22:39:00,CL,- Paranal Observatory
01:45,2020-09-21 01:45:00,CL,Clear according to FORS Zp. - Paranal Observatory
05:18,2020-09-21 05:18:00,PH,PHotometric according to FORs Zp. - Paranal Observatory
23:47,2020-09-21 23:47:00,CL,- Paranal Observatory
02:00,2020-09-22 02:00:00,CL,Clear according to Fors Zp. - Paranal Observatory
07:10,2020-09-22 07:10:00,CL,Clear according to Fors Zp - Paranal Observatory
23:04,2020-09-22 23:04:00,CL,- Paranal Observatory
00:31,2020-09-23 00:31:00,CL,Clear according to Fors Zp. - Paranal Observatory
05:55,2020-09-23 05:55:00,PH,PHotometric according to FORS Zp. - Paranal Observatory
01:09,2020-09-24 01:09:00,TN,thin clouds over the filed - Paranal Observatory
04:29,2020-09-24 04:29:00,CL,- Paranal Observatory
22:48,2020-09-24 22:48:00,CL,small clouds under 20 degrees - Paranal Observatory
04:53,2020-09-25 04:53:00,CL				WI,Pointing restriction from the north - Paranal Observatory
06:16,2020-09-25 06:16:00,CL,No more pointing restriction - Paranal Observatory
07:40,2020-09-25 07:40:00,CL				WI,pointing restriction to N - Paranal Observatory
08:52,2020-09-25 08:52:00,CL,No more pointing restriction - Paranal Observatory
22:46,2020-09-25 22:46:00,CL,- Paranal Observatory
04:25,2020-09-26 04:25:00,CL				WI,Pointing restriction to N - Paranal Observatory
22:48,2020-09-26 22:48:00,CL,- Paranal Observatory
23:31,2020-09-26 23:31:00,PH,According to FORS - Paranal Observatory
22:45,2020-09-27 22:45:00,CL,- Paranal Observatory
23:42,2020-09-27 23:42:00,PH,According to FORS - Paranal Observatory
03:56,2020-09-28 03:56:00,PH				WI,Pointing to North - Paranal Observatory
22:49,2020-09-28 22:49:00,CL,- Paranal Observatory
23:59,2020-09-28 23:59:00,CL				WI,Pointing to N - Paranal Observatory
00:44,2020-09-29 00:44:00,PH				WI,Photometric according to FORS still with pointing restriction - Paranal Observatory
08:24,2020-09-29 08:24:00,WI,Close telescope due Wind - Paranal Observatory
22:43,2020-09-29 22:43:00,CL,- Paranal Observatory
23:31,2020-09-29 23:31:00,CL				WI,pointing restriction to N - Paranal Observatory
00:11,2020-09-30 00:11:00,PH				WI,"photometric according FORS, still with pointing restriction to N - Paranal Observatory"
22:35,2020-09-30 22:35:00,TN,- Paranal Observatory
01:39,2020-10-01 01:39:00,TK,- Paranal Observatory
02:14,2020-10-01 02:14:00,TN,- Paranal Observatory
07:00,2020-10-01 07:00:00,CL,- Paranal Observatory
22:50,2020-10-01 22:50:00,TN,- Paranal Observatory
03:20,2020-10-02 03:20:00,CL,- Paranal Observatory
22:54,2020-10-02 22:54:00,CL,- Paranal Observatory
01:17,2020-10-03 01:17:00,TN,- Paranal Observatory
06:51,2020-10-03 06:51:00,TK,"Thick clouds in the north, more than 80% of the sky covered by thin clouds - Paranal Observatory"
07:36,2020-10-03 07:36:00,TN,- Paranal Observatory
23:00,2020-10-03 23:00:00,TN,- Paranal Observatory
00:05,2020-10-04 00:05:00,CL,Small clouds below 20 degrees - Paranal Observatory
01:42,2020-10-04 01:42:00,TN,- Paranal Observatory
22:55,2020-10-04 22:55:00,CL,- Paranal Observatory
02:18,2020-10-05 02:18:00,TN,- Paranal Observatory
05:14,2020-10-05 05:14:00,CL,- Paranal Observatory
22:54,2020-10-05 22:54:00,CY				WI,"Dark clouds from S closing the telescope as preventive action, pointing restriction from SE - Paranal Observatory"
00:16,2020-10-06 00:16:00,WI				TK,"Re-open telescopes, thick clouds, pointing restriction to SE - Paranal Observatory"
02:00,2020-10-06 02:00:00,WI				TN,still with pointing from SE - Paranal Observatory
06:13,2020-10-06 06:13:00,CY				WI,"Overcast + pointing restriction, closing telescopes - Paranal Observatory"
22:58,2020-10-06 22:58:00,CL				WI,Telescopes was delivered closed due high wind - Paranal Observatory
02:26,2020-10-08 02:26:00,CL				WI,Pointing restriction to SE - Paranal Observatory
08:31,2020-10-08 08:31:00,WI,Telescopes closed due to the wind. - Paranal Observatory
23:01,2020-10-08 23:01:00,TN,- Paranal Observatory
01:17,2020-10-09 01:17:00,CL,- Paranal Observatory
22:59,2020-10-09 22:59:00,CL,- Paranal Observatory
23:06,2020-10-10 23:06:00,CL,- Paranal Observatory
23:44,2020-10-11 23:44:00,CL,- Paranal Observatory
22:55,2020-10-12 22:55:00,CL,- Paranal Observatory
23:17,2020-10-13 23:17:00,CL,- Paranal Observatory
23:11,2020-10-14 23:11:00,CL,- Paranal Observatory
02:10,2020-10-15 02:10:00,PH,According to FORS2 - Paranal Observatory
03:34,2020-10-15 03:34:00,CL,According to FORS2 - Paranal Observatory
04:33,2020-10-15 04:33:00,CL				WI,Pointing restriction to NE - Paranal Observatory
23:05,2020-10-15 23:05:00,CL,- Paranal Observatory
01:37,2020-10-16 01:37:00,TN,- Paranal Observatory
03:51,2020-10-16 03:51:00,CL,- Paranal Observatory
23:01,2020-10-16 23:01:00,CL,- Paranal Observatory
23:42,2020-10-16 23:42:00,PH,According to FORS2. - Paranal Observatory
01:15,2020-10-17 01:15:00,PH,According to FORS2 - Paranal Observatory
03:57,2020-10-17 03:57:00,PH,According to FORS2 - Paranal Observatory
05:10,2020-10-17 05:10:00,PH,According to FORS2 - Paranal Observatory
23:17,2020-10-17 23:17:00,CL,- Paranal Observatory
00:18,2020-10-18 00:18:00,PH,According to FORS2. - Paranal Observatory
05:36,2020-10-18 05:36:00,PH,According to FORS2 - Paranal Observatory
23:41,2020-10-18 23:41:00,CL,- Paranal Observatory
23:04,2020-10-19 23:04:00,CL,- Paranal Observatory
05:30,2020-10-20 05:30:00,CL				WI,Pointing restriction to the S. - Paranal Observatory
23:44,2020-10-20 23:44:00,CL,- Paranal Observatory
23:46,2020-10-20 23:46:00,CL,According to FORS2 - Paranal Observatory
05:19,2020-10-21 05:19:00,PH,According to FORS2. - Paranal Observatory
01:42,2020-10-22 01:42:00,TN,Thin cirrus passing by mostly at NE at more that 25 deg above horizon - Paranal Observatory
03:39,2020-10-22 03:39:00,CL,Clear conditions - Paranal Observatory
04:02,2020-10-22 04:02:00,PH,Photometric according to FORS ZP - Paranal Observatory
08:40,2020-10-22 08:40:00,CL,Thin clouds at N but below 20deg - Paranal Observatory
23:00,2020-10-22 23:00:00,CL,Clear skies - Paranal Observatory
23:59,2020-10-22 23:59:00,PH,Photometric according to FORS - Paranal Observatory
05:56,2020-10-23 05:56:00,PH,According to FORS ZP - Paranal Observatory
23:13,2020-10-23 23:13:00,CL,Clear conditions. Waiting for ZP - Paranal Observatory
00:35,2020-10-24 00:35:00,PH,According to FORS ZP - Paranal Observatory
04:54,2020-10-24 04:54:00,PH,Still Photometric according to FORS ZP - Paranal Observatory
08:15,2020-10-24 08:15:00,CL,Some THN cirrus at NE but below 20 deg - Paranal Observatory
23:18,2020-10-24 23:18:00,TK,- Paranal Observatory
23:18,2020-10-24 23:18:00,TK,THK clouds passing by. Around 80% of the sky covered - Paranal Observatory
23:47,2020-10-24 23:47:00,TK,THK clouds are coming from W - Paranal Observatory
00:14,2020-10-25 00:14:00,CY,Overcast. Not even possible to guide. closing telescopes. - Paranal Observatory
01:57,2020-10-25 01:57:00,CY,"Sightly better but there are more clouds coming. Around 90% of the sky covered, telescopes will remain closed. - Paranal Observatory"
03:46,2020-10-25 03:46:00,TK,Opening telescopes - Paranal Observatory
05:40,2020-10-25 05:40:00,TN,"Mostly THN clouds passing by, there are THK cirrus from NE to NW but below 30deg - Paranal Observatory"
07:50,2020-10-25 07:50:00,TN,Thin cirrus passing by - Paranal Observatory
00:25,2020-10-26 00:25:00,CL,- Paranal Observatory
00:27,2020-10-26 00:27:00,PH,Photometric according to FORS ZP - Paranal Observatory
04:45,2020-10-26 04:45:00,PH,According to FORS ZP - Paranal Observatory
23:19,2020-10-26 23:19:00,CL,Sky clear - Paranal Observatory
00:49,2020-10-27 00:49:00,PH,According to FORS ZP - Paranal Observatory
06:37,2020-10-27 06:37:00,PH,According to FORS ZP - Paranal Observatory
23:18,2020-10-27 23:18:00,CL,- Paranal Observatory
00:42,2020-10-28 00:42:00,PH,According to FORS ZP - Paranal Observatory
23:18,2020-10-28 23:18:00,CL,Sky clear - Paranal Observatory
02:13,2020-10-29 02:13:00,PH,according to FORS - Paranal Observatory
05:27,2020-10-29 05:27:00,PH,Acording to FORS ZP - Paranal Observatory
07:42,2020-10-29 07:42:00,WI,Pointing restriction to NE - Paranal Observatory
23:34,2020-10-30 23:34:00,CL,All sky fully clear - Paranal Observatory
01:02,2020-10-31 01:02:00,PH,According to FORS2 ZP - Paranal Observatory
04:20,2020-10-31 04:20:00,CL,- Paranal Observatory
23:08,2020-10-31 23:08:00,CL,Few thin cirrus below 30 deg to S - SW - Paranal Observatory
00:35,2020-11-01 00:35:00,PH,According to FORS2 - Paranal Observatory
06:27,2020-11-01 06:27:00,PH,According to FORS - Paranal Observatory
06:31,2020-11-01 06:31:00,WI,Pointing restriction to NE - Paranal Observatory
23:06,2020-11-01 23:06:00,,All sky clear - Paranal Observatory
00:21,2020-11-02 00:21:00,PH,According to FORS2 ZP - Paranal Observatory
05:40,2020-11-02 05:40:00,WI,Pointing restriction to N NE - Paranal Observatory
23:53,2020-11-02 23:53:00,CL,Sky clear - Paranal Observatory
00:43,2020-11-03 00:43:00,PH,According to FORS2 ZP - Paranal Observatory
04:40,2020-11-03 04:40:00,PH,According to FORS2 ZP - Paranal Observatory
23:07,2020-11-03 23:07:00,CL,sky all clear - Paranal Observatory
00:14,2020-11-04 00:14:00,PH,According to FORS2 ZP - Paranal Observatory
03:54,2020-11-04 03:54:00,PH,According to FORS - Paranal Observatory
05:05,2020-11-04 05:05:00,PH,According to FORS ZP - Paranal Observatory
00:31,2020-11-05 00:31:00,TN,Small clouds towards WEST - Paranal Observatory
01:50,2020-11-05 01:50:00,CL,No clouds visible. - Paranal Observatory
04:11,2020-11-05 04:11:00,CL,"FORS2 ZPs indicated that sky transparency was PHOT, however, there were some small clouds below 20deg towards West. Condition remains CLEAR. - Paranal Observatory"
04:59,2020-11-05 04:59:00,TN,Some clouds coming from West were visible at high altitude. - Paranal Observatory
06:56,2020-11-05 06:56:00,TN,Night terminated under THIN condition. - Paranal Observatory
23:15,2020-11-05 23:15:00,CL,Night started under CLEAR condition. A cloud front was visible towards West at low altitude. - Paranal Observatory
00:11,2020-11-06 00:11:00,CL,"Fors2 ZPs came out PHOT, however, there were still some clouds towards West (at low altitude). CLR condition remains. - Paranal Observatory"
02:18,2020-11-06 02:18:00,CL,CLR condition remains. - Paranal Observatory
04:23,2020-11-06 04:23:00,TN,"Several clouds were visible towards West and South West, above 30 deg. - Paranal Observatory"
06:00,2020-11-06 06:00:00,TN,"There were still some clouds towards West, above 30deg. - Paranal Observatory"
07:45,2020-11-06 07:45:00,TN,Several clouds coming from West at high altitude. - Paranal Observatory
23:05,2020-11-06 23:05:00,CL,"Some small clouds visible just above horizon, towards West. - Paranal Observatory"
04:27,2020-11-07 04:27:00,CL,No clouds visible >30 deg - Paranal Observatory
05:14,2020-11-07 05:14:00,CL,"Despite information from FORS2 ZPs indicated Phot condition, transparency status remains CLR. - Paranal Observatory"
08:30,2020-11-07 08:30:00,CL,Night ends under CLR condition - Paranal Observatory
23:08,2020-11-07 23:08:00,TK,Approximately 60% of the sky covered. - Paranal Observatory
23:45,2020-11-07 23:45:00,TK,Sky coverage ~50%. Dense clouds front visible towards South West still far away from the site.THICK condition remains. - Paranal Observatory
00:30,2020-11-08 00:30:00,TK,"Although sky coverage has improved (~20%), more clouds are coming from South West. - Paranal Observatory"
01:11,2020-11-08 01:11:00,TN,"Some thick clouds were visible towards South, below 30deg. Transparency condition improved to THIN. - Paranal Observatory"
02:49,2020-11-08 02:49:00,TN,"Despite the fact that there were no clouds >30 deg (at least, to my naked eye) there is still something cloud-like visible on MASCOT (not OH lines). THIN condition remains. - Paranal Observatory"
03:25,2020-11-08 03:25:00,TN,MASCOT images confirmed the presence of clouds. THIN condition remains. - Paranal Observatory
04:17,2020-11-08 04:17:00,TN,More clouds now coming from South West. - Paranal Observatory
04:21,2020-11-08 04:21:00,TK,Transparency condition quickly degraded to THICK. - Paranal Observatory
05:09,2020-11-08 05:09:00,TN,Thick clouds went away. Transparency condition switched to THIN. - Paranal Observatory
06:42,2020-11-08 06:42:00,CL,"No clouds visible, neither by a naked eye inspection on the platform, nor from checking the MASCOT. - Paranal Observatory"
08:04,2020-11-08 08:04:00,CL,CLR condition remains. Wind speed approaching the  restriction limit (from North). - Paranal Observatory
08:14,2020-11-08 08:14:00,WI				CL,Pointing restriction towards North from now on. CLR condition remains. - Paranal Observatory
23:08,2020-11-08 23:08:00,CL,No clouds visible above horizon. - Paranal Observatory
00:06,2020-11-09 00:06:00,CL,"FORS2 ZPs indicated PHOT conditions, however, the relative flux variation plot displays a non-Photometric trend, ergo, transparency condition remains CLR. - Paranal Observatory"
04:15,2020-11-09 04:15:00,PH,"Transparency condition raised to PHOT. Decision taken based on Fors2 recent ZPs, visual inspection, stability below the threshold of the relative flux variation plot and MASCOT/Satellite images check. - Paranal Observatory"
06:46,2020-11-09 06:46:00,CL,"Back to CLR, based on visual inspection and relative flux variation plot. - Paranal Observatory"
08:21,2020-11-09 08:21:00,CL,CLR condition remains. - Paranal Observatory
23:07,2020-11-09 23:07:00,CL,Some THICK clouds towards South West were visible. - Paranal Observatory
00:44,2020-11-10 00:44:00,CL,"Photometric according to FORS2 zero-points, however, there were still some clouds below 30 deg. CLR condition remains. - Paranal Observatory"
07:21,2020-11-10 07:21:00,CL,No clouds visible above 30 deg. - Paranal Observatory
